Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 16 febbraio 2026;Differenza;Nota;Codice gruppo equivalenza
Irbesartan + Idroclorotiazide;28 UNITA' (150+12,5) MG - USO ORALE;C09DA04;41517020;RATIPRED;"""150 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;5,77 €;5,77 €;0,00 €;;NKA
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;40951028;COABESART;"""300 MG/12,5 MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";S.F. GROUP S.R.L.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;34191231;COAPROVEL;"""300/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;7,79 €;10,17 €;2,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;34191041;COAPROVEL;"""300 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;7,79 €;10,17 €;2,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;41633102;IFIRMACOMBI;"""300 MG/12,5 MG - COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) 28 COMPRESSE";KRKA D.D.NOVO MESTO;7,79 €;8,17 €;0,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;43503022;IRBEDIUR;"""300 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER IN PVC/PVDC/ALL";LANOVA FARMACEUTICI S.R.L.;7,79 €;8,17 €;0,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;40133062;IRBESARTAN E IDROCLOROTIAZIDE ALTER;"""300 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;41243142;IRBESARTAN E IDROCLOROTIAZIDE AUROBINDO;"""300 MG/12,5 MG - COMPRESSE RIVESTITE CON FILM (PA/AL/PVC/AL) 28 COMPRESSE";AUROBINDO PHARMA ITALIA S.R.L.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;40799064;IRBESARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""300 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC-AL";DOC GENERICI S.R.L.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;40664106;IRBESARTAN E IDROCLOROTIAZIDE EG;"""300 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;40973125;IRBESARTAN E IDROCLOROTIAZIDE MYLAN;"""300 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AMBRA/ACLAR/PVC-AL";MYLAN S.P.A.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;44893067;IRBESARTAN E IDROCLOROTIAZIDE PENSA;"""300 MG/12,5 MG COMPRESSA"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC/AL";TOWA PHARMACEUTICAL S.P.A.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;41311592;IRBESARTAN E IDROCLOROTIAZIDE SANDOZ;"""300 MG/12,5 MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;42224028;IRBESARTAN E IDROCLOROTIAZIDE TECNIGEN;"""300 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/PE/PVC/AL";TECNIGEN S.R.L.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;42500076;IRBESARTAN HYDROCLOROTIAZIDE ZENTIVA;"""300 MG/12,5 MG - COMPRESA - USO ORALE - BLISTER (PVC/PVDC/ALL) - 28 COMPRESSE";ZENTIVA K.S.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;42500189;IRBESARTAN HYDROCLOROTIAZIDE ZENTIVA;"""300 MG/12,5 MG COMPRESSA USO ORALE BLISTER (PVC/PVDC/ALL)"" 28 COMPRESSE";ZENTIVA K.S.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;41851294;IRBESARTAN/IDROCLOROTIAZIDE TEVA;"""300 MG/12,5 MG COMPRESSA RIVESTITA CON FILM (PVC/PVDC/ALU)"" 28 COMPRESSE";TEVA B.V.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;34190239;KARVEZIDE;"""300 MG/12,5 MG COMPRESSE RIVESTITE CON FILM USO ORALE"" 28 COMPRESSE";SANOFI WINTHROP INDUSTRIE;7,79 €;10,17 €;2,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;34190049;KARVEZIDE;"""300 MG/12,5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;7,79 €;10,17 €;2,38 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+12,5) MG - USO ORALE;C09DA04;41517044;RATIPRED;"""300 MG+12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;7,79 €;7,79 €;0,00 €;;NKB
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;40951030;COABESART;"""300 MG/25MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";S.F. GROUP S.R.L.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;34191080;COAPROVEL;"""300 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;7,79 €;10,18 €;2,39 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;41633189;IFIRMACOMBI;"""300 MG/25MG - COMPRESSA RIVESTITA CON FILM"" - USO ORALE - BLISTER (OPA/ALU/PVC/ALU) 28 COMPRESSE";KRKA D.D.NOVO MESTO;7,79 €;8,18 €;0,39 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;43503034;IRBEDIUR;"""300 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER IN PVC/PVDC/ALL";LANOVA FARMACEUTICI S.R.L.;7,79 €;8,18 €;0,39 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;40133023;IRBESARTAN E IDROCLOROTIAZIDE ALTER;"""300 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;41243256;IRBESARTAN E IDROCLOROTIAZIDE AUROBINDO;"""300 MG/25MG - COMPRESSE RIVESTITE CON FILM"" (PA/AL/PVC/AL) 28 COMPRESSE";AUROBINDO PHARMA ITALIA S.R.L.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;40799102;IRBESARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""300 MG/25 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC-AL";DOC GENERICI S.R.L.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;40664171;IRBESARTAN E IDROCLOROTIAZIDE EG;"""300 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;40973226;IRBESARTAN E IDROCLOROTIAZIDE MYLAN;"""300 MG/25MG COMPRESSE"" 28 COMPRESSE IN BLISTER AMBRA/ACLAR/PVC-AL";MYLAN S.P.A.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;44893105;IRBESARTAN E IDROCLOROTIAZIDE PENSA;"""300 MG/25 MG COMPRESSA"" 28 COMPRESSE IN BLISTER PVC-PE-PVDC/AL";TOWA PHARMACEUTICAL S.P.A.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;41311325;IRBESARTAN E IDROCLOROTIAZIDE SANDOZ;"""300 MG/25 MG - COMPRESSA RIVESTITA CON FILM"" 28 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;42224030;IRBESARTAN E IDROCLOROTIAZIDE TECNIGEN;"""300 MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/PE/PVC/AL";TECNIGEN S.R.L.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;42500241;IRBESARTAN HYDROCLOROTIAZIDE ZENTIVA;"""300 MG/25 MG - COMPRESA - USO ORALE - BLISTER (PVC/PVDC/ALL) - 28 COMPRESSE";ZENTIVA K.S.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;41851534;IRBESARTAN/IDROCLOROTIAZIDE TEVA;"""300 MG/25 MG COMPRESSA RIVESTITA CON FILM (ALU/ALU)"" 28 COMPRESSE";TEVA B.V.;7,79 €;7,79 €;0,00 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;34190088;KARVEZIDE;"""300 MG/25 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI WINTHROP INDUSTRIE;7,79 €;10,18 €;2,39 €;;NKC
Irbesartan + Idroclorotiazide;28 UNITA' (300+25) MG - USO ORALE;C09DA04;41517069;RATIPRED;"""300 MG+25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GENETIC S.P.A.;7,79 €;7,79 €;0,00 €;;NKC
Isosorbide mononitrato;30 UNITA' 40 MG - USO ORALE;C01DA14;29558032;ISOSORBIDE MONONITRATO;"""40 MG COMPRESSE"" 30 COMPRESSE";EG S.P.A.;3,77 €;3,77 €;0,00 €;;05D
Isosorbide mononitrato;30 UNITA' 40 MG - USO ORALE;C01DA14;33684022;ISOSORBIDE MONONITRATO;"""40 MG COMPRESSE"" 30 COMPRESSE";SANDOZ S.P.A.;3,77 €;3,77 €;0,00 €;;05D
Isosorbide mononitrato;30 UNITA' 40 MG - USO ORALE;C01DA14;32025025;ISOSORBIDE MONONITRATO DOC GENERICI;"""40 MG COMPRESSE"" 30 COMPRESSE";DOC GENERICI S.R.L.;3,77 €;3,77 €;0,00 €;;05D
Isosorbide mononitrato;30 UNITA' 40 MG - USO ORALE;C01DA14;25623012;MONOCINQUE;"""40 MG COMPRESSE"" 30 COMPRESSE";ISTITUTO LUSO FARMACO D'ITALIA S.P.A.;3,77 €;4,74 €;0,97 €;;05D
Isosorbide mononitrato;30 UNITA' 40 MG - USO ORALE;C01DA14;25200027;MONOKET;"""40 MG COMPRESSE"" 30 COMPRESSE";S.F. GROUP S.R.L.;3,77 €;4,74 €;0,97 €;;05D
Isosorbide mononitrato;30 UNITA' 50 MG - USO ORALE (RILASCIO PROLUNGATO);C01DA14;26888038;ELAN;"""RETARD"" 50 MG CAPSULE RIGIDE 30 CAPSULE";MERUS LABS LUXCO II SARL;6,54 €;8,40 €;1,86 €;;05A
Isosorbide mononitrato;30 UNITA' 50 MG - USO ORALE (RILASCIO PROLUNGATO);C01DA14;29558018;ISOSORBIDE MONONITRATO;"""50 MG CAPSULE A RILASCIO MODIFICATO"" 30 CAPSULE A RILASCIO MODIFICATO";EG S.P.A.;6,54 €;6,54 €;0,00 €;;05A
Isosorbide mononitrato;30 UNITA' 50 MG - USO ORALE (RILASCIO PROLUNGATO);C01DA14;32025049;ISOSORBIDE MONONITRATO DOC GENERICI;"""50 MG CAPSULE RIGIDE A RILASCIO MODIFICATO"" 30 CAPSULE";DOC GENERICI S.R.L.;6,54 €;6,54 €;0,00 €;;05A
Isosorbide mononitrato;30 UNITA' 50 MG - USO ORALE (RILASCIO PROLUNGATO);C01DA14;25623024;MONOCINQUE;"""RETARD"" 50 MG 30 CAPSULE";ISTITUTO LUSO FARMACO D'ITALIA S.P.A.;6,54 €;8,23 €;1,69 €;;05A
Isosorbide mononitrato;30 UNITA' 60 MG - USO ORALE;C01DA14;26760013;DURONITRIN;"""60 MG COMPRESSE RILASCIO CONTROLLATO"" 30 COMPRESSE";TOPRIDGE PHARMA (IRELAND) LTD;6,50 €;13,69 €;7,19 €;;05E
Isosorbide mononitrato;30 UNITA' 60 MG - USO ORALE;C01DA14;29558044;ISOSORBIDE MONONITRATO;"""60 MG CAPSULERIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE A RILASCIO PROLUNGATO";EG S.P.A.;6,50 €;6,50 €;0,00 €;;05E
Isosorbide mononitrato;30 UNITA' 60 MG - USO ORALE;C01DA14;33684034;ISOSORBIDE MONONITRATO;"""60 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE A RILASCIO PROLUNGATO";SANDOZ S.P.A.;6,50 €;6,50 €;0,00 €;;05E
Isosorbide mononitrato;30 UNITA' 60 MG - USO ORALE;C01DA14;32025037;ISOSORBIDE MONONITRATO DOC GENERICI;"""60 MG COMPRESSE A RILASCIO PROLUNGATO"" 30 COMPRESSE";DOC GENERICI S.R.L.;6,50 €;6,50 €;0,00 €;;05E
Isosorbide mononitrato;30 UNITA' 60 MG - USO ORALE;C01DA14;25200041;MONOKET;"""60 MG COMPRESSE A RILASCIO MODIFICATO"" 30 COMPRESSE";S.F. GROUP S.R.L.;6,50 €;8,13 €;1,63 €;;05E
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;26888014;ELAN;"""20 MG COMPRESSE"" 50 COMPRESSE";MERUS LABS LUXCO II SARL;3,23 €;4,07 €;0,84 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;25764010;ISMO;"""20 MG COMPRESSE"" 50 COMPRESSE";RIEMSER PHARMA GMBH;3,23 €;4,07 €;0,84 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;29558020;ISOSORBIDE MONONITRATO;"""20 MG COMPRESSE"" 50 COMPRESSE";EG S.P.A.;3,23 €;3,23 €;0,00 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;33684010;ISOSORBIDE MONONITRATO;"""20 MG COMPRESSE"" 50 COMPRESSE";SANDOZ S.P.A.;3,23 €;3,23 €;0,00 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;32025013;ISOSORBIDE MONONITRATO DOC GENERICI;"""20 MG COMPRESSE"" 50 COMPRESSE";DOC GENERICI S.R.L.;3,23 €;3,23 €;0,00 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;25623051;MONOCINQUE;"""20 MG COMPRESSE"" 50 COMPRESSE";ISTITUTO LUSO FARMACO D'ITALIA S.P.A.;3,23 €;4,07 €;0,84 €;;05C
Isosorbide mononitrato;50 UNITA' 20 MG - USO ORALE;C01DA14;25200015;MONOKET;"""20 MG COMPRESSE"" 50 COMPRESSE";S.F. GROUP S.R.L.;3,23 €;4,07 €;0,84 €;;05C
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;35258019;AISOSKIN;"""10 MG CAPSULE MOLLI"" 30 CAPSULE";FIDIA FARMACEUTICI S.P.A.;11,29 €;15,73 €;4,44 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;41853045;ISDIBEN;"""10 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC";ISDIN S.R.L.;11,29 €;15,73 €;4,44 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;45513076;ISODIFA;"""10 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DIFA COOPER S.P.A.;11,29 €;14,29 €;3,00 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;37551025;ISORIAC;"""10 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC/AL";PIERRE FABRE ITALIA S.P.A.;11,29 €;15,73 €;4,44 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;36083020;ISOTRETINOINA DIFA COOPER;"""10 MG COMPRESSE"" 30 COMPRESSE";DIFA COOPER S.P.A.;11,29 €;14,29 €;3,00 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;51504013;ISOTRETINOINA DOC;"""10 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/TE/PVDC-AL";DOC GENERICI S.R.L.;11,29 €;11,29 €;0,00 €;;C3A
Isotretinoina;30 UNITA' 10 MG - USO ORALE;D10BA01;45046024;NOIDAK;"""10 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC/ALLUMINIO/POLIESTERE/CARTA";VELIT BIOPHARMA S.R.L.;11,29 €;15,73 €;4,44 €;;C3A
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;35258021;AISOSKIN;"""20 MG CAPSULE MOLLI"" 30 CAPSULE";FIDIA FARMACEUTICI S.P.A.;22,07 €;27,59 €;5,52 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;41853072;ISDIBEN;"""20 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC";ISDIN S.R.L.;22,07 €;27,59 €;5,52 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;45513126;ISODIFA;"""20 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DIFA COOPER S.P.A.;22,07 €;25,07 €;3,00 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;37551076;ISORIAC;"""20 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC/AL";PIERRE FABRE ITALIA S.P.A.;22,07 €;27,59 €;5,52 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;36083071;ISOTRETINOINA DIFA COOPER;"""20 MG CAPSULE"" 30 CAPSULE";DIFA COOPER S.P.A.;22,07 €;25,07 €;3,00 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;51504025;ISOTRETINOINA DOC;"""20 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/TE/PVDC-AL";DOC GENERICI S.R.L.;22,07 €;22,07 €;0,00 €;;C3B
Isotretinoina;30 UNITA' 20 MG - USO ORALE;D10BA01;45046087;NOIDAK;"""20 MG CAPSULE MOLLI"" 30 CAPSULE IN BLISTER PVC/PE/PVDC/ALLUMINIO/POLIESTERE/CARTA";VELIT BIOPHARMA S.R.L.;22,07 €;27,59 €;5,52 €;;C3B
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;35874015;ITRACONAZOLO DOC GENERICI;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE";DOC GENERICI S.R.L.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;37080037;ITRACONAZOLO EG;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE IN BLISTER PVC/PVDC/AL";EG S.P.A.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;37122049;ITRACONAZOLO MYLAN GENERICS;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE IN BLISTER PVC/PVDC/AL";MYLAN S.P.A.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;35899018;ITRACONAZOLO SANDOZ;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE";SANDOZ S.P.A.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;36377012;ITRACONAZOLO TEVA;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE";TEVA ITALIA S.R.L.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;27808017;SPORANOX;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE RIGIDE";JANSSEN CILAG S.P.A.;7,50 €;8,70 €;1,20 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;36010015;TRAZER;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE";S.F. GROUP S.R.L.;7,50 €;7,50 €;0,00 €;;CBA
Itraconazolo;8 UNITA' 100 MG - USO ORALE;J02AC02;27814019;TRIASPORIN;"""100 MG CAPSULE RIGIDE"" 8 CAPSULE RIGIDE";ITALFARMACO S.P.A.;7,50 €;8,67 €;1,17 €;;CBA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;37060035;CORLENTOR;5 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER ALL/PVC 56 COMPRESSE;LES LABORATOIRES SERVIER;19,80 €;23,90 €;4,10 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;45428036;IVABRADINA ACCORD;5 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (ALL/ALL) 56X1 COMPRESSE (DOSE UNITARIA);ACCORD HEALTHCARE SLU;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;44775029;IVABRADINA AUROBINDO;"""5 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER OPA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;44672044;IVABRADINA DOC GENERICI;5 MG COMPRESSE RIVESTITE CON FILM, 56 COMPRESSE IN BLISTER PVC/PE/PVDC/AL;DOC GENERICI S.R.L.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;44671093;IVABRADINA EG;"""5 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";EG S.P.A.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;45196033;IVABRADINA KRKA;5 MG COMPRESSE RIVESTITE CON FILM 56 COMPRESSE IN BLISTER OPA/AL/PVC/AL;KRKA D.D.NOVO MESTO;19,80 €;28,48 €;8,68 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;44905293;IVABRADINA MYLAN PHARMA;5 MG COMPRESSE RIVESTITE CON FILM 56 COMPRESSE IN BLISTER PVC/ PE/PVDC-AL;MYLAN S.P.A.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;44622153;IVABRADINA SANDOZ;5 MG COMPRESSE RIVESTITE CON FILM 56 COMPRESSE IN BLISTER PVC/PE/PVDC-AL CON CALENDARIO;SANDOZ S.P.A.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;45311040;IVABRADINA TEVA ITALIA;5 MG COMPRESSE RIVESTITE CON FILM 56 COMPRESSE IN BLISTER OPA-AL-PE/AL-PE;TEVA ITALIA S.R.L.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;45232030;IVABRADINA ZENTIVA;5 MG - COMPRESSA RIVESTITA CON FILM - USO ORALE - BLISTER (OPA/ALU/PVC-ALU) - 56 COMPRESSE;ZENTIVA K.S.;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 5 MG - USO ORALE;C01EB17;37061037;PROCORALAN;5 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER ALL/PVC 56 COMPRESSE;LES LABORATOIRES SERVIER;19,80 €;23,90 €;4,10 €;In distribuzione diretta da parte delle Regioni;NPA
Ivabradina;56 UNITA' 7,5 MG - USO ORALE;C01EB17;37060100;CORLENTOR;7,5 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER ALL/PVC 56 COMPRESSE;LES LABORATOIRES SERVIER;19,80 €;23,90 €;4,10 €;In distribuzione diretta da parte delle Regioni;NPB
Ivabradina;56 UNITA' 7,5 MG - USO ORALE;C01EB17;45428101;IVABRADINA ACCORD;7,5 MG COMPRESSA RIVESTITA CON FILM USO ORALE BLISTER (ALL/ALL) 56X1 COMPRESSE (DOSE UNITARIA);ACCORD HEALTHCARE SLU;19,80 €;19,80 €;0,00 €;In distribuzione diretta da parte delle Regioni;NPB
